0.0 & 155.1061106970059
9.2 & 141.04906283867047
17.9 & 164.6842829547388
26.2 & 119.08908791981237
48.4 & 150.4961501039994
61.0 & 153.43056658504125
71.9 & 157.15597273209917
81.0 & 148.91747820780034
88.4 & 162.94872882496617
94.0 & 150.72471564048038
97.9 & 142.04281838327375
99.1 & -43.00424609852463
