0 & -74.45180722891567
1 & -73.77313432835821
10 & -74.9060606060606
100 & -72.23976608187135
200 & -71.81395348837209
500 & -72.46041055718474
700 & -75.60550458715596
900 & -73.77313432835821
2000 & -76.55108359133126
5000 & -79.03194888178913
10000 & -77.52351097178683
50000 & -88.46428571428571
75000 & -290.27906976744185
