100 -500.0 0.0
200 -500.0 0.0
302 -490.12745098039215 52.22043615603022
403 -494.970297029703 23.07476245355542
525 -409.10655737704917 83.7612539418963
687 -307.67283950617286 78.74484739144928
922 -211.77446808510638 50.78821469963914
1194 -182.82720588235293 41.73246720077181
1501 -161.8729641693811 38.64445995677139
1851 -141.86 27.081471789504246
2228 -131.6286472148541 25.207363383087124
2634 -122.15517241379311 29.997751317116656
3065 -115.01160092807424 21.88988165300893
3494 -115.55244755244755 23.185683526325324
3929 -113.94712643678162 33.830741101352956
4378 -110.3608017817372 22.159351523368425
4832 -109.13436123348018 31.872502198574633
5313 -102.95218295218295 28.67996396567746
5780 -106.06852248394004 23.969100705058533
6258 -103.60460251046025 23.77378878534515
6749 -100.83503054989816 27.637589056730697
7245 -99.80846774193549 29.951466266664692
7749 -98.20833333333333 26.700466860254625
8273 -94.42175572519083 25.89761815158032
8781 -97.42716535433071 23.574822463159894
9304 -94.60420650095602 22.10971558872561
9843 -91.76808905380334 27.55167218733919
10377 -92.63483146067416 30.53713255484164
10907 -93.34150943396226 24.727999056621034
11431 -94.42175572519083 22.843885713132977
11963 -92.98684210526316 23.64464793017622
12507 -90.91360294117646 23.776260224310068
13057 -89.91090909090909 25.04093501541588
13597 -91.5962962962963 33.136529931666175
14134 -92.11359404096834 33.5924769545129
14668 -92.63857677902622 37.3245520032606
15197 -93.51984877126654 32.93890895625639
15740 -91.0865561694291 35.54850217813295
16286 -90.57692307692308 26.843368401945778
16824 -91.93866171003718 27.877486080693146
17385 -88.1283422459893 22.266365102973374
17930 -90.74495412844037 30.08463744702596
18484 -89.25631768953069 34.23178592577411
19054 -86.72105263157894 25.276250810440967
19625 -86.56917688266199 26.642736481138503
20201 -85.80729166666667 21.671618399506286
20773 -86.41608391608392 29.07498660709491
21333 -88.28928571428571 36.089500246764636
21904 -86.56742556917688 22.20806538914462
22484 -85.20862068965518 21.161601403475398
23056 -86.41433566433567 25.78714655319314
23625 -86.87521968365553 24.493826222510087
24202 -85.65684575389947 23.297862364259355
24764 -87.96975088967972 26.04548737101036
25326 -87.96975088967972 25.326989168967366
25902 -85.80729166666667 22.102649153650678
26470 -87.02992957746478 22.288461424492652
27055 -84.47179487179487 20.453816420906506
27620 -87.49911504424779 31.740464376925413
28205 -84.47179487179487 27.222344536751063
28775 -86.72280701754386 31.638146071751652
29347 -86.41608391608392 32.20115350049108
29926 -85.35924006908463 26.552690734841846
30499 -86.26178010471205 34.86690557942632
31079 -85.21206896551725 32.314321462494775
31639 -88.29464285714286 43.843683042481636
32229 -83.75084745762712 31.866255851506622
32807 -85.50692041522491 24.648970595459186
33400 -83.31871838111299 18.786129316099963
33988 -84.03571428571429 28.01889091843786
34549 -88.13190730837789 33.99313758100352
35132 -84.76672384219555 30.24378575986152
35717 -84.47179487179487 27.673054085508177
36305 -84.03571428571429 25.801843326545857
36906 -82.19633943427621 21.54825996220872
37498 -83.46283783783784 27.557654012077645
38088 -83.74915254237288 28.717173583134002
38668 -85.20862068965518 27.366470703895274
39270 -82.05813953488372 24.647311725139744
39865 -83.03529411764706 20.657196390813077
40458 -83.31871838111299 22.169923347279127
41041 -84.76500857632934 25.3843459472176
41639 -82.61538461538461 28.37586762811064
42242 -81.92205638474296 26.019361863642665
42851 -81.10344827586206 21.59039814098102
43458 -81.37397034596376 21.246730874865722
44061 -81.92039800995025 22.71432577757512
44671 -80.97049180327869 27.320306170801345
45288 -80.03889789303079 25.22582179055864
45900 -80.70261437908496 31.732281758224115
46517 -80.04051863857374 27.372453206547423
47140 -79.25842696629213 22.960898902796497
47755 -80.3040650406504 27.02290927623943
48368 -80.56933115823817 26.122883889126555
48988 -79.64677419354838 18.63172994012941
49631 -76.76205287713842 15.407002613543993
50238 -81.37891268533772 35.104758499788254
50881 -76.76205287713842 15.662487705840912
51507 -78.8738019169329 19.38384057202766
52146 -77.24882629107981 19.445096924342014
