0 & -21.899637315687237
1 & -18.558417938102014
10 & -23.37057149149357
100 & -18.99771727865075
200 & -89.59094788922015
500 & -87.23288729806747
700 & -87.80013798877874
900 & -85.85577712318765
2000 & -86.41459627106788
5000 & -89.20534954550668
10000 & -88.638670009785
50000 & -90.6946893127584
75000 & -84.14420297125946
