0 & -24.449936180614113
1 & -23.00746771465585
10 & -27.79719382130736
100 & -25.416439335587096
200 & -27.404722354815853
500 & -20.104821862284897
700 & -64.36187339028248
900 & -93.30188424244375
2000 & -84.95786651390321
5000 & -85.08040532810665
10000 & -84.8817027889754
50000 & -70.83027705783624
75000 & -90.36596580277876
