step
1
2
3
4
5
6
7
8
9
step
1
2
3
4
5
6
7
8
9
step
1
2
step
1
2
3
4
5
6
7
8
9
step
1
2
3
4
5
6
7
8
9
step
1
2
step
1
step
1
2
step
1
2
3
4
5
6
7
step
1
2
3
4
5
6
7
8
step
1
2
step
1
step
1
2
step
1
2
3
4
5
6
7
step
1
2
3
4
5
6
7
8
step
1
2
step
1
step
1
2
step
1
2
3
4
5
6
7
step
1
2
3
4
5
6
7
8
step
1
2
step
1
step
1
2
step
1
2
3
4
5
6
7
step
1
2
3
4
5
6
7
8
step
1
2
step
1
step
1
2
step
1
2
3
4
5
6
7
step
1
2
3
4
5
6
7
8
step
1
2
step
1
step
1
2
step
1
2
3
4
5
6
7
step
1
2
3
4
5
6
7
8
step
1
2
step
1
step
1
2
step
1
2
3
4
5
6
7
step
1
2
3
4
5
6
7
8
step
1
2
step
1
step
1
2
step
1
2
3
4
5
6
7
step
1
2
3
4
5
6
7
8
step
1
2
step
1
step
1
2
step
1
2
3
4
5
6
7
step
1
2
3
4
5
6
7
8
step
1
2
step
1
step
1
2
step
1
2
3
4
5
6
7
step
1
2
3
4
5
6
7
8
step
1
2
step
1
step
1
2
step
1
2
3
4
5
6
7
step
1
2
3
4
5
6
7
8
step
1
2
step
1
step
1
2
step
1
2
3
4
5
6
7
step
1
2
3
4
5
6
7
8
step
1
2
step
1
step
1
2
step
1
2
3
4
5
6
7
step
1
2
3
4
5
6
7
8
step
1
2
step
1
step
1
2
step
1
2
3
4
5
6
7
step
1
2
3
4
5
6
7
8
step
1
2
step
1
step
1
2
step
1
2
3
4
5
6
7
step
1
step
1
2
step
1
2
3
4
5
6
7
step
1
2
3
4
5
6
7
8
step
1
2
step
1
step
1
2
step
1
2
3
4
5
6
7
step
1
2
3
4
5
6
7
8
step
1
2
step
1
step
1
2
step
1
2
3
4
5
6
7
step
1
2
3
4
5
6
7
8
step
1
2
step
1
step
1
2
step
1
2
3
4
5
6
7
step
1
2
3
4
5
6
7
8
step
1
2
step
1
step
1
2
step
1
2
3
4
5
6
7
step
1
2
3
4
5
6
7
8
step
1
2
step
1
step
1
2
step
1
2
3
4
5
6
7
step
1
2
3
4
5
6
7
8
step
1
2
step
1
step
1
2
step
1
2
3
4
5
6
7
step
1
2
3
4
5
6
7
8
step
1
2
step
1
step
1
2
step
1
2
3
4
5
6
7
step
1
2
3
4
5
6
7
8
step
1
2
step
1
step
1
2
step
1
2
3
4
5
6
7
step
1
2
3
4
5
6
7
8
step
1
2
step
1
step
1
2
step
1
2
3
4
5
6
7
step
1
2
3
4
5
6
7
8
step
1
2
step
1
step
1
2
step
1
2
3
4
5
6
7
step
1
2
3
4
5
6
7
8
step
1
2
