0 & 1158.5175734060604
1 & 1166.9950264103018
10 & 1146.491575333343
100 & 1005.0446823795147
200 & 594.9853382520881
500 & 384.0456541344587
700 & 441.5765422932835
900 & 385.36726693415005
2000 & 383.59672274903454
5000 & 365.95342512991687
10000 & 343.68869971736643
50000 & 320.2079409469201
75000 & 304.96572596851985
