step,loss,loss/mean,loss/std,lr,momentum
1,0.11628597229719162,0.11628597229719162,0.13108097329432844,0.001,0.9
step,loss,loss/mean,loss/std,lr,momentum
1,0.0319451279938221,0.0319451279938221,0.01589828446596151,0.001,0.9
2,0.0221017524600029,0.0221017524600029,0.01271754446557898,0.001,0.9
step,loss,loss/mean,loss/std,lr,momentum
1,0.017879759892821312,0.017879759892821312,0.011699752156458146,0.001,0.9
2,0.015745462849736214,0.015745462849736214,0.010861129976885004,0.001,0.9
3,0.01455472782254219,0.01455472782254219,0.01111803228088377,0.001,0.9
4,0.013494493439793587,0.013494493439793587,0.011069997754947382,0.001,0.9
5,0.01273413747549057,0.01273413747549057,0.012014541269612607,0.001,0.9
6,0.01262683980166912,0.01262683980166912,0.012229043302616876,0.001,0.9
7,0.012042679823935032,0.012042679823935032,0.010160373346721423,0.001,0.9
step,loss,loss/mean,loss/std,lr,momentum
1,0.011877070181071758,0.011877070181071758,0.011475267757705822,0.001,0.9
2,0.011034582741558552,0.011034582741558552,0.010564083190346185,0.001,0.9
3,0.011179902590811253,0.011179902590811253,0.01089352295027347,0.001,0.9
4,0.011180306784808636,0.011180306784808636,0.01210747339885767,0.001,0.9
5,0.010657606646418571,0.010657606646418571,0.012204943757788713,0.001,0.9
6,0.010606791824102402,0.010606791824102402,0.011848022479014673,0.001,0.9
7,0.010564246214926243,0.010564246214926243,0.010012714325434303,0.001,0.9
8,0.009277250617742538,0.009277250617742538,0.010233121691291465,0.001,0.9
step,loss,loss/mean,loss/std,lr,momentum
1,0.0105992266908288,0.0105992266908288,0.011771158018893802,0.001,0.9
2,0.00958121009171009,0.00958121009171009,0.010114954830321526,0.001,0.9
step,loss,loss/mean,loss/std,lr,momentum
1,0.11299899965524673,0.11299899965524673,0.12228789499290772,0.001,0.9
step,loss,loss/mean,loss/std,lr,momentum
1,0.03414959833025932,0.03414959833025932,0.016102604549319634,0.001,0.9
2,0.023492222651839256,0.023492222651839256,0.01373971731126762,0.001,0.9
step,loss,loss/mean,loss/std,lr,momentum
1,0.019529404118657112,0.019529404118657112,0.012611401874913249,0.001,0.9
2,0.01781320385634899,0.01781320385634899,0.013489434621494469,0.001,0.9
3,0.014354920946061611,0.014354920946061611,0.010707145157256666,0.001,0.9
4,0.013764900155365467,0.013764900155365467,0.010241474325708658,0.001,0.9
5,0.014476075768470764,0.014476075768470764,0.012770759556426104,0.001,0.9
6,0.012515954673290253,0.012515954673290253,0.01089732927891702,0.001,0.9
7,0.012319939211010933,0.012319939211010933,0.011062719964608534,0.001,0.9
step,loss,loss/mean,loss/std,lr,momentum
1,0.012789309956133366,0.012789309956133366,0.012461041219917783,0.001,0.9
2,0.01291682105511427,0.01291682105511427,0.0135785043045444,0.001,0.9
3,0.010538900271058083,0.010538900271058083,0.010774594305881464,0.001,0.9
4,0.010886589996516705,0.010886589996516705,0.010254022177257288,0.001,0.9
5,0.011843693442642689,0.011843693442642689,0.013463718740513502,0.001,0.9
6,0.01069758553057909,0.01069758553057909,0.011794001915760495,0.001,0.9
7,0.010577504523098469,0.010577504523098469,0.01110995030539926,0.001,0.9
8,0.010246354155242443,0.010246354155242443,0.01026863868630524,0.001,0.9
step,loss,loss/mean,loss/std,lr,momentum
1,0.011401998810470104,0.011401998810470104,0.012678393146996543,0.001,0.9
2,0.01128106564283371,0.01128106564283371,0.013243709409726332,0.001,0.9
step,loss,loss/mean,loss/std,lr,momentum
1,0.10979172587394714,0.10979172587394714,0.12324698181388702,0.001,0.9
step,loss,loss/mean,loss/std,lr,momentum
1,0.03298705443739891,0.03298705443739891,0.015790297677442142,0.001,0.9
2,0.022854868322610855,0.022854868322610855,0.013945425513938799,0.001,0.9
step,loss,loss/mean,loss/std,lr,momentum
1,0.01823471300303936,0.01823471300303936,0.011090685243197854,0.001,0.9
2,0.01674349419772625,0.01674349419772625,0.013155344009327125,0.001,0.9
3,0.015027528628706932,0.015027528628706932,0.011667021010155687,0.001,0.9
4,0.014715676195919514,0.014715676195919514,0.013687010069011648,0.001,0.9
5,0.01254251692444086,0.01254251692444086,0.011035695403184742,0.001,0.9
6,0.013077685609459877,0.013077685609459877,0.012642190926993478,0.001,0.9
7,0.011746181175112724,0.011746181175112724,0.01220912873726482,0.001,0.9
step,loss,loss/mean,loss/std,lr,momentum
1,0.011891286820173264,0.011891286820173264,0.011433507923065708,0.001,0.9
2,0.01174849458038807,0.01174849458038807,0.01333032985599211,0.001,0.9
3,0.01158843468874693,0.01158843468874693,0.012533816554783108,0.001,0.9
4,0.011761990375816822,0.011761990375816822,0.013777287046582555,0.001,0.9
5,0.009955811314284801,0.009955811314284801,0.010679160660962044,0.001,0.9
6,0.010889923200011253,0.010889923200011253,0.01244128843897987,0.001,0.9
7,0.009918068535625935,0.009918068535625935,0.011706125860929811,0.001,0.9
8,0.0108207818120718,0.0108207818120718,0.011580418763866519,0.001,0.9
step,loss,loss/mean,loss/std,lr,momentum
1,0.01093585230410099,0.01093585230410099,0.013056730478423607,0.001,0.9
2,0.009972876869142056,0.009972876869142056,0.012234990288271583,0.001,0.9
step,loss,loss/mean,loss/std,lr,momentum
1,0.1111941710114479,0.1111941710114479,0.12328802904846524,0.001,0.9
step,loss,loss/mean,loss/std,lr,momentum
1,0.032881032675504684,0.032881032675504684,0.014762721464733838,0.001,0.9
2,0.02192416600883007,0.02192416600883007,0.012160918498554293,0.001,0.9
step,loss,loss/mean,loss/std,lr,momentum
1,0.0187656469643116,0.0187656469643116,0.012222077852626752,0.001,0.9
