0 & 1815.3340016151383
1 & 1652.2291571393444
10 & 1253.2499438754062
100 & 1081.3414481973591
200 & 1290.2300415751133
500 & 1174.4266508317319
700 & 822.2316692245852
900 & 799.5009586263832
2000 & 564.6874008332724
5000 & 666.995931134683
10000 & 701.5875776977996
50000 & 587.9016606582542
75000 & 428.982321238087
